metric,source_id,source_file,source_label,neighbor_rank,neighbor_id,neighbor_file,neighbor_label,same_label,distance
embedding_cosine,3,ag_G_Chorus40_4_.wav,Chorus,4,38,ag_G_Flanger40_9_.wav,Flanger,False,0.09144139
embedding_cosine,3,ag_G_Chorus40_4_.wav,Chorus,5,63,ag_G_Phaser40_4_.wav,Phaser,False,0.09384751
embedding_cosine,4,ag_G_Chorus40_5_.wav,Chorus,1,34,ag_G_Flanger40_5_.wav,Flanger,False,0.04664934
embedding_cosine,4,ag_G_Chorus40_5_.wav,Chorus,2,38,ag_G_Flanger40_9_.wav,Flanger,False,0.05056518
embedding_cosine,4,ag_G_Chorus40_5_.wav,Chorus,3,1,ag_G_Chorus40_2_.wav,Chorus,True,0.05373347
embedding_cosine,4,ag_G_Chorus40_5_.wav,Chorus,4,33,ag_G_Flanger40_4_.wav,Flanger,False,0.05487704
embedding_cosine,4,ag_G_Chorus40_5_.wav,Chorus,5,3,ag_G_Chorus40_4_.wav,Chorus,True,0.06338871
embedding_cosine,5,ag_G_Chorus40_6_.wav,Chorus,1,32,ag_G_Flanger40_3_.wav,Flanger,False,0.07555991
embedding_cosine,5,ag_G_Chorus40_6_.wav,Chorus,2,100,ag_G_Vibrato40_1_.wav,Vibrato,False,0.18001258
embedding_cosine,5,ag_G_Chorus40_6_.wav,Chorus,3,8,ag_G_Chorus40_9_.wav,Chorus,True,0.18829429
embedding_cosine,5,ag_G_Chorus40_6_.wav,Chorus,4,59,ag_G_Phaser40_0_.wav,Phaser,False,0.19077909
embedding_cosine,5,ag_G_Chorus40_6_.wav,Chorus,5,106,ag_G_Vibrato40_7_.wav,Vibrato,False,0.21516138
embedding_cosine,6,ag_G_Chorus40_7_.wav,Chorus,1,1,ag_G_Chorus40_2_.wav,Chorus,True,0.03152025
embedding_cosine,6,ag_G_Chorus40_7_.wav,Chorus,2,33,ag_G_Flanger40_4_.wav,Flanger,False,0.05438495
embedding_cosine,6,ag_G_Chorus40_7_.wav,Chorus,3,4,ag_G_Chorus40_5_.wav,Chorus,True,0.06665605
embedding_cosine,6,ag_G_Chorus40_7_.wav,Chorus,4,63,ag_G_Phaser40_4_.wav,Phaser,False,0.07087111
embedding_cosine,6,ag_G_Chorus40_7_.wav,Chorus,5,3,ag_G_Chorus40_4_.wav,Chorus,True,0.08751059
embedding_cosine,7,ag_G_Chorus40_8_.wav,Chorus,1,2,ag_G_Chorus40_3_.wav,Chorus,True,0.07143915
embedding_cosine,7,ag_G_Chorus40_8_.wav,Chorus,2,29,ag_G_Flanger40_0_.wav,Flanger,False,0.07248557
embedding_cosine,7,ag_G_Chorus40_8_.wav,Chorus,3,97,ag_G_Tremolo40_8_.wav,Tremolo,False,0.07542378
embedding_cosine,7,ag_G_Chorus40_8_.wav,Chorus,4,76,ag_G_Reverb40_7_.wav,Reverb,False,0.07737941
embedding_cosine,7,ag_G_Chorus40_8_.wav,Chorus,5,34,ag_G_Flanger40_5_.wav,Flanger,False,0.08059669
embedding_cosine,8,ag_G_Chorus40_9_.wav,Chorus,1,59,ag_G_Phaser40_0_.wav,Phaser,False,0.12131381
embedding_cosine,8,ag_G_Chorus40_9_.wav,Chorus,2,67,ag_G_Phaser40_8_.wav,Phaser,False,0.12715471
embedding_cosine,8,ag_G_Chorus40_9_.wav,Chorus,3,32,ag_G_Flanger40_3_.wav,Flanger,False,0.13317406
embedding_cosine,8,ag_G_Chorus40_9_.wav,Chorus,4,62,ag_G_Phaser40_3_.wav,Phaser,False,0.13367367
embedding_cosine,8,ag_G_Chorus40_9_.wav,Chorus,5,106,ag_G_Vibrato40_7_.wav,Vibrato,False,0.15301675
embedding_cosine,9,ag_G_Distortion40_0_.wav,Distortion,1,15,ag_G_Distortion40_6_.wav,Distortion,True,0.03716218
embedding_cosine,9,ag_G_Distortion40_0_.wav,Distortion,2,12,ag_G_Distortion40_3_.wav,Distortion,True,0.07358193
embedding_cosine,9,ag_G_Distortion40_0_.wav,Distortion,3,18,ag_G_Distortion40_9_.wav,Distortion,True,0.14058679
embedding_cosine,9,ag_G_Distortion40_0_.wav,Distortion,4,54,ag_G_Overdrive40_5_.wav,Overdrive,False,0.14989436
embedding_cosine,9,ag_G_Distortion40_0_.wav,Distortion,5,16,ag_G_Distortion40_7_.wav,Distortion,True,0.17672664
embedding_cosine,10,ag_G_Distortion40_1_.wav,Distortion,1,16,ag_G_Distortion40_7_.wav,Distortion,True,0.00805801
embedding_cosine,10,ag_G_Distortion40_1_.wav,Distortion,2,57,ag_G_Overdrive40_8_.wav,Overdrive,False,0.08352947
embedding_cosine,10,ag_G_Distortion40_1_.wav,Distortion,3,54,ag_G_Overdrive40_5_.wav,Overdrive,False,0.09066999
embedding_cosine,10,ag_G_Distortion40_1_.wav,Distortion,4,49,ag_G_Overdrive40_0_.wav,Overdrive,False,0.09213603
embedding_cosine,10,ag_G_Distortion40_1_.wav,Distortion,5,50,ag_G_Overdrive40_1_.wav,Overdrive,False,0.09785628
embedding_cosine,11,ag_G_Distortion40_2_.wav,Distortion,1,17,ag_G_Distortion40_8_.wav,Distortion,True,0.00315309
embedding_cosine,11,ag_G_Distortion40_2_.wav,Distortion,2,13,ag_G_Distortion40_4_.wav,Distortion,True,0.02781451
embedding_cosine,11,ag_G_Distortion40_2_.wav,Distortion,3,14,ag_G_Distortion40_5_.wav,Distortion,True,0.03400832
embedding_cosine,11,ag_G_Distortion40_2_.wav,Distortion,4,56,ag_G_Overdrive40_7_.wav,Overdrive,False,0.03457439
embedding_cosine,11,ag_G_Distortion40_2_.wav,Distortion,5,52,ag_G_Overdrive40_3_.wav,Overdrive,False,0.04410160
embedding_cosine,12,ag_G_Distortion40_3_.wav,Distortion,1,15,ag_G_Distortion40_6_.wav,Distortion,True,0.05273128
embedding_cosine,12,ag_G_Distortion40_3_.wav,Distortion,2,9,ag_G_Distortion40_0_.wav,Distortion,True,0.07358193
embedding_cosine,12,ag_G_Distortion40_3_.wav,Distortion,3,18,ag_G_Distortion40_9_.wav,Distortion,True,0.14805961
embedding_cosine,12,ag_G_Distortion40_3_.wav,Distortion,4,16,ag_G_Distortion40_7_.wav,Distortion,True,0.15062690
embedding_cosine,12,ag_G_Distortion40_3_.wav,Distortion,5,10,ag_G_Distortion40_1_.wav,Distortion,True,0.17566645
embedding_cosine,13,ag_G_Distortion40_4_.wav,Distortion,1,41,ag_G_NoFX40_2_.wav,NoFX,False,0.01936924
embedding_cosine,13,ag_G_Distortion40_4_.wav,Distortion,2,43,ag_G_NoFX40_4_.wav,NoFX,False,0.01951015
embedding_cosine,13,ag_G_Distortion40_4_.wav,Distortion,3,44,ag_G_NoFX40_5_.wav,NoFX,False,0.02159214
embedding_cosine,13,ag_G_Distortion40_4_.wav,Distortion,4,42,ag_G_NoFX40_3_.wav,NoFX,False,0.02234608
embedding_cosine,13,ag_G_Distortion40_4_.wav,Distortion,5,40,ag_G_NoFX40_1_.wav,NoFX,False,0.02385515
embedding_cosine,14,ag_G_Distortion40_5_.wav,Distortion,1,11,ag_G_Distortion40_2_.wav,Distortion,True,0.03400832
embedding_cosine,14,ag_G_Distortion40_5_.wav,Distortion,2,13,ag_G_Distortion40_4_.wav,Distortion,True,0.03560925
embedding_cosine,14,ag_G_Distortion40_5_.wav,Distortion,3,52,ag_G_Overdrive40_3_.wav,Overdrive,False,0.03748387
embedding_cosine,14,ag_G_Distortion40_5_.wav,Distortion,4,17,ag_G_Distortion40_8_.wav,Distortion,True,0.03794014
embedding_cosine,14,ag_G_Distortion40_5_.wav,Distortion,5,56,ag_G_Overdrive40_7_.wav,Overdrive,False,0.03953481
embedding_cosine,15,ag_G_Distortion40_6_.wav,Distortion,1,9,ag_G_Distortion40_0_.wav,Distortion,True,0.03716218
embedding_cosine,15,ag_G_Distortion40_6_.wav,Distortion,2,12,ag_G_Distortion40_3_.wav,Distortion,True,0.05273128
embedding_cosine,15,ag_G_Distortion40_6_.wav,Distortion,3,18,ag_G_Distortion40_9_.wav,Distortion,True,0.09743273
embedding_cosine,15,ag_G_Distortion40_6_.wav,Distortion,4,54,ag_G_Overdrive40_5_.wav,Overdrive,False,0.10621929
embedding_cosine,15,ag_G_Distortion40_6_.wav,Distortion,5,16,ag_G_Distortion40_7_.wav,Distortion,True,0.12259012
embedding_cosine,16,ag_G_Distortion40_7_.wav,Distortion,1,10,ag_G_Distortion40_1_.wav,Distortion,True,0.00805801
embedding_cosine,16,ag_G_Distortion40_7_.wav,Distortion,2,57,ag_G_Overdrive40_8_.wav,Overdrive,False,0.08096492
embedding_cosine,16,ag_G_Distortion40_7_.wav,Distortion,3,54,ag_G_Overdrive40_5_.wav,Overdrive,False,0.08107662
embedding_cosine,16,ag_G_Distortion40_7_.wav,Distortion,4,49,ag_G_Overdrive40_0_.wav,Overdrive,False,0.09454322
embedding_cosine,16,ag_G_Distortion40_7_.wav,Distortion,5,50,ag_G_Overdrive40_1_.wav,Overdrive,False,0.10039377
embedding_cosine,17,ag_G_Distortion40_8_.wav,Distortion,1,11,ag_G_Distortion40_2_.wav,Distortion,True,0.00315309
embedding_cosine,17,ag_G_Distortion40_8_.wav,Distortion,2,13,ag_G_Distortion40_4_.wav,Distortion,True,0.02960563
embedding_cosine,17,ag_G_Distortion40_8_.wav,Distortion,3,56,ag_G_Overdrive40_7_.wav,Overdrive,False,0.03264368
embedding_cosine,17,ag_G_Distortion40_8_.wav,Distortion,4,14,ag_G_Distortion40_5_.wav,Distortion,True,0.03794014
embedding_cosine,17,ag_G_Distortion40_8_.wav,Distortion,5,52,ag_G_Overdrive40_3_.wav,Overdrive,False,0.04120523
embedding_cosine,18,ag_G_Distortion40_9_.wav,Distortion,1,15,ag_G_Distortion40_6_.wav,Distortion,True,0.09743273
embedding_cosine,18,ag_G_Distortion40_9_.wav,Distortion,2,54,ag_G_Overdrive40_5_.wav,Overdrive,False,0.10915339
embedding_cosine,18,ag_G_Distortion40_9_.wav,Distortion,3,49,ag_G_Overdrive40_0_.wav,Overdrive,False,0.11158586
embedding_cosine,18,ag_G_Distortion40_9_.wav,Distortion,4,57,ag_G_Overdrive40_8_.wav,Overdrive,False,0.11773527
embedding_cosine,18,ag_G_Distortion40_9_.wav,Distortion,5,50,ag_G_Overdrive40_1_.wav,Overdrive,False,0.12205219
embedding_cosine,19,ag_G_FeedbackDelay40_0_.wav,FeedbackDelay,1,88,ag_G_SlapbackDelay40_9_.wav,SlapbackDelay,False,0.05008930
embedding_cosine,19,ag_G_FeedbackDelay40_0_.wav,FeedbackDelay,2,13,ag_G_Distortion40_4_.wav,Distortion,False,0.08391112
embedding_cosine,19,ag_G_FeedbackDelay40_0_.wav,FeedbackDelay,3,86,ag_G_SlapbackDelay40_7_.wav,SlapbackDelay,False,0.08427030
embedding_cosine,19,ag_G_FeedbackDelay40_0_.wav,FeedbackDelay,4,80,ag_G_SlapbackDelay40_1_.wav,SlapbackDelay,False,0.08864677
embedding_cosine,19,ag_G_FeedbackDelay40_0_.wav,FeedbackDelay,5,47,ag_G_NoFX40_8_.wav,NoFX,False,0.08895648
embedding_cosine,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,1,82,ag_G_SlapbackDelay40_3_.wav,SlapbackDelay,False,0.01152706
embedding_cosine,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,2,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.01673174
embedding_cosine,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,3,43,ag_G_NoFX40_4_.wav,NoFX,False,0.02695125
embedding_cosine,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,4,40,ag_G_NoFX40_1_.wav,NoFX,False,0.02830911
embedding_cosine,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,5,41,ag_G_NoFX40_2_.wav,NoFX,False,0.02912855
embedding_cosine,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,1,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,True,0.00801218
embedding_cosine,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,2,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,True,0.02043152
embedding_cosine,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,3,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.03156805
embedding_cosine,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,4,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,True,0.03622520
embedding_cosine,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,5,82,ag_G_SlapbackDelay40_3_.wav,SlapbackDelay,False,0.04256094
embedding_cosine,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,1,87,ag_G_SlapbackDelay40_8_.wav,SlapbackDelay,False,0.00110996
embedding_cosine,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,2,98,ag_G_Tremolo40_9_.wav,Tremolo,False,0.00121719
embedding_cosine,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,3,85,ag_G_SlapbackDelay40_6_.wav,SlapbackDelay,False,0.00128448
embedding_cosine,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,4,61,ag_G_Phaser40_2_.wav,Phaser,False,0.00295770
embedding_cosine,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,5,105,ag_G_Vibrato40_6_.wav,Vibrato,False,0.00480789
embedding_cosine,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,1,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,True,0.00801218
embedding_cosine,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,2,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,True,0.01237285
embedding_cosine,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,3,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,True,0.03253210
embedding_cosine,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,4,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.03404003
embedding_cosine,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,5,82,ag_G_SlapbackDelay40_3_.wav,SlapbackDelay,False,0.03917438
embedding_cosine,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,1,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,True,0.03347999
embedding_cosine,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,2,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,True,0.03996283
embedding_cosine,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,3,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.04676795
embedding_cosine,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,4,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,True,0.06207252
embedding_cosine,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,5,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,True,0.06792808
embedding_cosine,25,ag_G_FeedbackDelay40_6_.wav,FeedbackDelay,1,103,ag_G_Vibrato40_4_.wav,Vibrato,False,0.03818768
embedding_cosine,25,ag_G_FeedbackDelay40_6_.wav,FeedbackDelay,2,105,ag_G_Vibrato40_6_.wav,Vibrato,False,0.03854162
embedding_cosine,25,ag_G_FeedbackDelay40_6_.wav,FeedbackDelay,3,22,ag_G_FeedbackDelay40_3_.wav,FeedbackDelay,True,0.03906733
embedding_cosine,25,ag_G_FeedbackDelay40_6_.wav,FeedbackDelay,4,99,ag_G_Vibrato40_0_.wav,Vibrato,False,0.03931248
embedding_cosine,25,ag_G_FeedbackDelay40_6_.wav,FeedbackDelay,5,61,ag_G_Phaser40_2_.wav,Phaser,False,0.03979838
embedding_cosine,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,1,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,True,0.03924739
embedding_cosine,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,2,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,True,0.03996283
embedding_cosine,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,3,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,True,0.04162407
embedding_cosine,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,4,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,True,0.04616070
embedding_cosine,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,5,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.04661512
embedding_cosine,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,1,23,ag_G_FeedbackDelay40_4_.wav,FeedbackDelay,True,0.01237285
embedding_cosine,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,2,21,ag_G_FeedbackDelay40_2_.wav,FeedbackDelay,True,0.02043152
embedding_cosine,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,3,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,True,0.04046297
embedding_cosine,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,4,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.04091161
embedding_cosine,27,ag_G_FeedbackDelay40_8_.wav,FeedbackDelay,5,82,ag_G_SlapbackDelay40_3_.wav,SlapbackDelay,False,0.04602772
embedding_cosine,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,1,81,ag_G_SlapbackDelay40_2_.wav,SlapbackDelay,False,0.02576947
embedding_cosine,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,2,20,ag_G_FeedbackDelay40_1_.wav,FeedbackDelay,True,0.03277236
embedding_cosine,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,3,24,ag_G_FeedbackDelay40_5_.wav,FeedbackDelay,True,0.03347999
embedding_cosine,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,4,79,ag_G_SlapbackDelay40_0_.wav,SlapbackDelay,False,0.03778553
embedding_cosine,28,ag_G_FeedbackDelay40_9_.wav,FeedbackDelay,5,26,ag_G_FeedbackDelay40_7_.wav,FeedbackDelay,True,0.04162407
embedding_cosine,29,ag_G_Flanger40_0_.wav,Flanger,1,74,ag_G_Reverb40_5_.wav,Reverb,False,0.03355855
embedding_cosine,29,ag_G_Flanger40_0_.wav,Flanger,2,76,ag_G_Reverb40_7_.wav,Reverb,False,0.03864980
embedding_cosine,29,ag_G_Flanger40_0_.wav,Flanger,3,72,ag_G_Reverb40_3_.wav,Reverb,False,0.03988266
embedding_cosine,29,ag_G_Flanger40_0_.wav,Flanger,4,30,ag_G_Flanger40_1_.wav,Flanger,True,0.04187697
embedding_cosine,29,ag_G_Flanger40_0_.wav,Flanger,5,70,ag_G_Reverb40_1_.wav,Reverb,False,0.04525936
embedding_cosine,30,ag_G_Flanger40_1_.wav,Flanger,1,74,ag_G_Reverb40_5_.wav,Reverb,False,0.01342696
embedding_cosine,30,ag_G_Flanger40_1_.wav,Flanger,2,71,ag_G_Reverb40_2_.wav,Reverb,False,0.01603621
embedding_cosine,30,ag_G_Flanger40_1_.wav,Flanger,3,72,ag_G_Reverb40_3_.wav,Reverb,False,0.02231705
embedding_cosine,30,ag_G_Flanger40_1_.wav,Flanger,4,84,ag_G_SlapbackDelay40_5_.wav,SlapbackDelay,False,0.02350849
embedding_cosine,30,ag_G_Flanger40_1_.wav,Flanger,5,77,ag_G_Reverb40_8_.wav,Reverb,False,0.02380925
embedding_cosine,31,ag_G_Flanger40_2_.wav,Flanger,1,2,ag_G_Chorus40_3_.wav,Chorus,False,0.05851245
embedding_cosine,31,ag_G_Flanger40_2_.wav,Flanger,2,33,ag_G_Flanger40_4_.wav,Flanger,True,0.06562972
embedding_cosine,31,ag_G_Flanger40_2_.wav,Flanger,3,4,ag_G_Chorus40_5_.wav,Chorus,False,0.07458889
embedding_cosine,31,ag_G_Flanger40_2_.wav,Flanger,4,1,ag_G_Chorus40_2_.wav,Chorus,False,0.07843077
embedding_cosine,31,ag_G_Flanger40_2_.wav,Flanger,5,34,ag_G_Flanger40_5_.wav,Flanger,True,0.07991493
embedding_cosine,32,ag_G_Flanger40_3_.wav,Flanger,1,5,ag_G_Chorus40_6_.wav,Chorus,False,0.07555991
embedding_cosine,32,ag_G_Flanger40_3_.wav,Flanger,2,8,ag_G_Chorus40_9_.wav,Chorus,False,0.13317406
embedding_cosine,32,ag_G_Flanger40_3_.wav,Flanger,3,59,ag_G_Phaser40_0_.wav,Phaser,False,0.14305246
embedding_cosine,32,ag_G_Flanger40_3_.wav,Flanger,4,3,ag_G_Chorus40_4_.wav,Chorus,False,0.15898252
embedding_cosine,32,ag_G_Flanger40_3_.wav,Flanger,5,4,ag_G_Chorus40_5_.wav,Chorus,False,0.19736075
embedding_cosine,33,ag_G_Flanger40_4_.wav,Flanger,1,1,ag_G_Chorus40_2_.wav,Chorus,False,0.03847313
embedding_cosine,33,ag_G_Flanger40_4_.wav,Flanger,2,6,ag_G_Chorus40_7_.wav,Chorus,False,0.05438495
embedding_cosine,33,ag_G_Flanger40_4_.wav,Flanger,3,4,ag_G_Chorus40_5_.wav,Chorus,False,0.05487704
embedding_cosine,33,ag_G_Flanger40_4_.wav,Flanger,4,31,ag_G_Flanger40_2_.wav,Flanger,True,0.06562972
embedding_cosine,33,ag_G_Flanger40_4_.wav,Flanger,5,2,ag_G_Chorus40_3_.wav,Chorus,False,0.09982443
embedding_cosine,34,ag_G_Flanger40_5_.wav,Flanger,1,38,ag_G_Flanger40_9_.wav,Flanger,True,0.01481104
embedding_cosine,34,ag_G_Flanger40_5_.wav,Flanger,2,4,ag_G_Chorus40_5_.wav,Chorus,False,0.04664934
embedding_cosine,34,ag_G_Flanger40_5_.wav,Flanger,3,97,ag_G_Tremolo40_8_.wav,Tremolo,False,0.07138455
embedding_cosine,34,ag_G_Flanger40_5_.wav,Flanger,4,2,ag_G_Chorus40_3_.wav,Chorus,False,0.07305413
embedding_cosine,34,ag_G_Flanger40_5_.wav,Flanger,5,75,ag_G_Reverb40_6_.wav,Reverb,False,0.07693911
embedding_cosine,35,ag_G_Flanger40_6_.wav,Flanger,1,3,ag_G_Chorus40_4_.wav,Chorus,False,0.15648097
embedding_cosine,35,ag_G_Flanger40_6_.wav,Flanger,2,95,ag_G_Tremolo40_6_.wav,Tremolo,False,0.15758306
embedding_cosine,35,ag_G_Flanger40_6_.wav,Flanger,3,4,ag_G_Chorus40_5_.wav,Chorus,False,0.17558116
embedding_cosine,35,ag_G_Flanger40_6_.wav,Flanger,4,90,ag_G_Tremolo40_1_.wav,Tremolo,False,0.19115925
embedding_cosine,35,ag_G_Flanger40_6_.wav,Flanger,5,38,ag_G_Flanger40_9_.wav,Flanger,True,0.19469500
embedding_cosine,36,ag_G_Flanger40_7_.wav,Flanger,1,37,ag_G_Flanger40_8_.wav,Flanger,True,0.07910252
embedding_cosine,36,ag_G_Flanger40_7_.wav,Flanger,2,2,ag_G_Chorus40_3_.wav,Chorus,False,0.12010205
embedding_cosine,36,ag_G_Flanger40_7_.wav,Flanger,3,31,ag_G_Flanger40_2_.wav,Flanger,True,0.12542909
embedding_cosine,36,ag_G_Flanger40_7_.wav,Flanger,4,1,ag_G_Chorus40_2_.wav,Chorus,False,0.13978750
embedding_cosine,36,ag_G_Flanger40_7_.wav,Flanger,5,6,ag_G_Chorus40_7_.wav,Chorus,False,0.14572585
embedding_cosine,37,ag_G_Flanger40_8_.wav,Flanger,1,66,ag_G_Phaser40_7_.wav,Phaser,False,0.07482529
embedding_cosine,37,ag_G_Flanger40_8_.wav,Flanger,2,36,ag_G_Flanger40_7_.wav,Flanger,True,0.07910252
embedding_cosine,37,ag_G_Flanger40_8_.wav,Flanger,3,2,ag_G_Chorus40_3_.wav,Chorus,False,0.10094357
embedding_cosine,37,ag_G_Flanger40_8_.wav,Flanger,4,60,ag_G_Phaser40_1_.wav,Phaser,False,0.10871077
embedding_cosine,37,ag_G_Flanger40_8_.wav,Flanger,5,63,ag_G_Phaser40_4_.wav,Phaser,False,0.12380075
embedding_cosine,38,ag_G_Flanger40_9_.wav,Flanger,1,34,ag_G_Flanger40_5_.wav,Flanger,True,0.01481104
embedding_cosine,38,ag_G_Flanger40_9_.wav,Flanger,2,4,ag_G_Chorus40_5_.wav,Chorus,False,0.05056518
embedding_cosine,38,ag_G_Flanger40_9_.wav,Flanger,3,1,ag_G_Chorus40_2_.wav,Chorus,False,0.08151281
embedding_cosine,38,ag_G_Flanger40_9_.wav,Flanger,4,97,ag_G_Tremolo40_8_.wav,Tremolo,False,0.08804858
embedding_cosine,38,ag_G_Flanger40_9_.wav,Flanger,5,3,ag_G_Chorus40_4_.wav,Chorus,False,0.09144139
embedding_cosine,39,ag_G_NoFX40_0_.wav,NoFX,1,47,ag_G_NoFX40_8_.wav,NoFX,True,0.00229883
embedding_cosine,39,ag_G_NoFX40_0_.wav,NoFX,2,43,ag_G_NoFX40_4_.wav,NoFX,True,0.01046765
embedding_cosine,39,ag_G_NoFX40_0_.wav,NoFX,3,40,ag_G_NoFX40_1_.wav,NoFX,True,0.01319253
